Nama Restaurant,Rating,Tipe Restaurant,Price,Daerah,Label
Meatman Nikuo,4.2,Jepang,125000,"Summitmas Tower, SCBD, Jakarta",2
Burgreens,4.4,"Makanan Sehat, Barat, Indonesia",125000,"Pacific Place, SCBD, Jakarta",2
Upstairs Rooftop Kafe,3.9,"Indonesia, Barat",125000,"Bendungan Hilir, Jakarta",2
Tanamera Coffee Roastery,4.1,"Kopi, Asia, Barat",125000,"Pacific Place, SCBD, Jakarta",2
Fedwell,4.2,Makanan Sehat,125000,"Citywalk Sudirman, Sudirman, Jakarta",2
Imperial Kitchen & Dimsum,3.9,"Dimsum, Chinese",125000,"Citywalk Sudirman, Sudirman, Jakarta",2
Yesuljib Korea Kitchen and Bar,3.7,Korea,125000,"SCBD, Jakarta",2
Echigoya Ramen,3.8,"Ramen, Jepang",125000,"Citywalk Sudirman, Sudirman, Jakarta",2
MOS Kafe,3.8,"Burger, Jepang",125000,"Summitmas Tower, SCBD, Jakarta",2
Grains Of Glory,3.7,"Makanan Sehat, Kopi, Barat",125000,"World Trade Center 5, Sudirman, Jakarta",2
HARRIS Kafe - Harris Suites fX Sudirman,3.6,"Indonesia, Barat",125000,"fX Sudirman, Sudirman, Jakarta",2
Hatchi,4,Asia,125000,"Pondok Indah Plaza 2, Pondok indah, Jakarta",2
Rooftop at Bulungan,3.8,"Barat, Indonesia",125000,"Blok M, Jakarta",2
LOF Kitchen and Plants,4.4,"Barat, Itali, Indonesia",125000,"Fatmawati, Jakarta",2
Cyclo Coffee,3.7,"Kopi, Tea, Barat, Itali",125000,"Crumble Crew, Senopati, Jakarta",2
Cazbar,3.7,"Barat, Asia",125000,"Menara Anugrah, Kuningan, Jakarta",2
Star Dimsum,3.7,Chinese,125000,"Mitra Terrace, Gatot Subroto, Jakarta",2
Sky Garden Kafe,4.2,"Asia, Barat",125000,"Setiabudi, Jakarta",2
Gerilya Coffee & Roastery,4.2,"Kopi, Barat, Itali, Asia",125000,"Fatmawati, Jakarta",2
2madison Eatery,4.1,"Barat, Kafe",125000,"Kemang, Jakarta",2
Andakar,4.1,"Steak, Grill",125000,"Cilandak, Jakarta",2
The Kyfie Kitchen,2.9,"Itali, Pizza",125000,"Tebet, Jakarta",2
Sir Loin,-,Steak,125000,"Blok M, Jakarta",2
Pondok Sedap Malam,2.5,Seafood,125000,"Senopati, Jakarta",2
Crematology Coffee Roasters,4.2,"Kopi, Itali, Barat, Desserts",125000,"Senopati, Jakarta",2
The Fifth,3.4,"Asia, Eropa",125000,"Kemang, Jakarta",2
Kyuri,4.1,"Jepang, Makanan Sehat Food, Beverages",125000,"Senopati, Jakarta",2
Kerang Kiloan Cipete,4,Seafood,125000,"Fatmawati, Jakarta",2
Sakura Tei,4.1,"Jepang, Barbekyu",125000,"Gedung Kamome, Melawai, Jakarta",2
Social Corner Steakhouse,3.8,Steak,125000,"Bintaro, Jakarta",2
Bros Burgers & Beers,3.7,Burger,125000,"Kemang, Jakarta",2
Coco Ichibanya Curry,4.1,Jepang,130000,"Plaza Senayan, Senayan, Jakarta",2
Soeryo Kafe & Steak,4.4,"Itali, Asia, Steak",135000,"Pasar Minggu, Jakarta",2
Gubug Makan Mang Engking,4.1,"Seafood, Sunda",135000,"Universitas Indonesia, Beji, Jakarta",2
Lewis & Carroll Tea,4.2,"Kafe, Tea, Kopi, Barat",140000,"Senayan City, Senayan, Jakarta",2
Pizza Marzano,4.3,"Pizza, Itali",140000,"Senayan City, Senayan, Jakarta",2
monViet,4,Vietnam,140000,"fX Sudirman, Sudirman, Jakarta",2
Palmier,4.1,"Jepang, Indonesia",140000,"Plaza Senayan, Senayan, Jakarta",2
I - ta Suki,2.2,Jepang,140000,"Senayan City, Senayan, Jakarta",2
Leaf Connoisseur by Tea Et Al,3.4,"Barat, Kafe",140000,"Pacific Place, SCBD, Jakarta",2
Nishi Azabu Yukashi,3.2,Jepang,140000,"Ratu Plaza, Sudirman, Jakarta",2
Sushi Tei,4.4,Jepang,140000,"Senayan City, Senayan, Jakarta",2
Sate Khas Senayan,3.1,"Satay, Indonesia",140000,"Senayan, Jakarta",2
Larazeta Restaurant & Gallery,4,"Arabian, Timur Tengah",140000,"Tebet, Jakarta",2
Kafe Thirty Three by Mirasari,4.1,"Kopi, Itali, Barat, Indonesia",140000,"Kemang, Jakarta",2
Remboelan,4.4,Indonesia,150000,"Plaza Senayan, Senayan, Jakarta",2
Kamadoya Nizaemon - Century Park Hotel,4.1,Jepang,150000,"Century Park Hotel, Senayan, Jakarta",2
Prohibition Chophouse & Speakeasy Bar,4.5,"Amerika, Asia",150000,"Plaza Senayan Arcadia, Senayan, Jakarta",2
Zhuma,4.2,"Jepang, Sushi, Ramen",150000,"Senayan City, Senayan, Jakarta",2
The Duck King,4.2,Chinese,150000,"Senayan City, Senayan, Jakarta",2
Han Gang,3.8,Korea,150000,"Senayan City, Senayan, Jakarta",2
Kafe Du Jour,3.2,"Perancis, Barat",150000,"The MAJ Senayan, Senayan, Jakarta",2
Fogo,4.2,"Barbekyu, Amerika Latin",150000,"Intiland Tower, Sudirman, Jakarta",2
Beer Garden,4.1,"Itali, Barat",150000,"SCBD, Jakarta",2
Tontoki,4.5,Jepang,150000,"Mid Plaza 1, Sudirman, Jakarta",2
Mr. Park,4.2,Korea,150000,"SCBD, Jakarta",2
NAKA NAKAYA,4.7,"Jepang, Sushi",150000,"STC Senayan, Senayan, Jakarta",2
Putu Made,4.3,Bali,150000,"Senayan City, Senayan, Jakarta",2
Hoshino Coffee,3.9,"Kafe, Kopi",150000,"Senayan City, Senayan, Jakarta",2
The Terrace,3.5,"Asia, Grill House",150000,"Senayan National Golf Club, Senayan, Jakarta",2
Kafe De Burse,4.1,"Barat, Itali",150000,"Equity Tower, SCBD, Jakarta",2
Little Sheep Hot Pot Mongolian Restaurant,41,"Mongolia, Chinese",150000,"Gedung BRI - Center Park, Bendungan Hilir, Jakarta",2
Kushimusubi Sachi,3.9,Jepang,150000,"Citywalk Sudirman, Sudirman, Jakarta",2
Sop Buntut Bogor,4.1,"Jawa, Indonesia",150000,"Pacific Place, SCBD, Jakarta",2
Pand'or,4,"Jepang, Perancis, Itali, Kue & Roti",150000,"Energy Building, SCBD, Jakarta",2
Yakiniku One,3.4,Jepang,150000,"Fairgrounds, SCBD, Jakarta",2
Bebek Tepi Sawah,3.5,"Bali, Indonesia, Seafood",150000,"Citywalk Sudirman, Sudirman, Jakarta",2
Plan B,4.3,Spanyol,150000,"Rukan Permata Senayan, Senayan, Jakarta",2
Kushi-Yaki Umena-Dori,4.2,Jepang,150000,"Sentral Senayan 1, Senayan, Jakarta",2
Tesate,4.1,"Satay, Indonesia",150000,"Plaza Senayan, Senayan, Jakarta",2
Kafe Betawi,2.2,"Betawi, Soto",150000,"Senayan City, Senayan, Jakarta",2
Tom Tom,4.4,Thai,150000,"Pacific Place, SCBD, Jakarta",2
Thai Alley,4.1,Thai,150000,"Pacific Place, SCBD, Jakarta",2
Kinokawa,4,"Jepang, Sushi",150000,"Fairgrounds, SCBD, Jakarta",2
Fook Yew,3.9,"Chinese, Bubble Tea, Minuman",150000,"Pacific Place, SCBD, Jakarta",2
Dubu Jib,3.7,Korea,150000,"Citywalk Sudirman, Sudirman, Jakarta",2
Planta Kitchen,3.8,"Indonesia, Mediterania",150000,"Sudirman, Jakarta",2
Peach Garden,2.8,Chinese,150000,"MRCCC Siloam Hospital, Sudirman, Jakarta",2
Sumibi Japanese Restaurant,4,Jepang,150000,"Gandaria, Jakarta",2
Lobbyn Sky Terrace - Liberta Hotel,3.7,"Indonesia, Itali, Barat",150000,"Kemang, Jakarta",2
Cut The Crab,4.2,Seafood,150000,"Senopati, Jakarta",2
Stark Taproom,3.9,Dimsum,150000,"SCBD, Jakarta",2
Swiss Kafe - Swiss-Belhotel Pondok Indah,3.8,"Jepang, Barat",150000,"Swiss-Belhotel Pondok Indah, Pondok Indah, Jakarta",2
Cortado Coffee Bar,3.6,"Kafe, Itali, Indonesia, Kopi, Tea",150000,"Blok M, Jakarta",2
Brew & Co,3.5,"Indonesia, Kopi, Itali, Barat",150000,"Cilandak Town Square, Fatmawati, Jakarta",2
FJ Grill,3.7,"Grill, Korea, Jepang",150000,"Kemang Village, Kemang, Jakarta",2
Rooftop Bar Kuretake - Hotel Kuretakeso,3.7,"Jepang, Beverages",150000,"Kemang, Jakarta",2
Cutt & Grill,4.3,"Grill, Burger, Steak, Kebab",150000,"Tebet, Jakarta",2
Koi Kemang,4.3,"Asia, Grill, Itali",150000,"Kemang, Jakarta",2
Soulfood,4.2,"Indonesia, Barat",150000,"Senopati, Jakarta",2
Saigon Kafe,4.1,"Vietnam, Makanan Sehat Food",150000,"Gran Rubina Business Park, Kuningan, Jakarta",2
Bambaiya Kafe,4.1,India,150000,"South Quarter, Lebak Bulus, Jakarta",2
Koh E-Noor,4,"India Utara, India",150000,"Plaza Festival, Kuningan, Jakarta",2
Kafe One,3.6,"Asia, Barat",150000,"Wyndham Casablanca Jakarta, Tebet, Jakarta",2
Savannah Bistro,3.9,"Kopi, Asia, Barat",150000,"Blok M, Jakarta",2
Delico,2.9,"Barat, Asia, Itali, Roti",150000,"Summitmas Tower, SCBD, Jakarta",2
Eastern Promise,4,"India Utara, India, Barat",150000,"Kemang, Jakarta",2
Cerita Rasa Restaurant,3.8,Indonesia,150000,"Cilandak, Jakarta",2
Fish & Co.,4.3,"Seafood, Mediterania",165000,"Pacific Place, SCBD, Jakarta",2
Haagen Dazs,4.1,"Desserts, Ice Cream",165000,"Plaza Senayan, Senayan, Jakarta",2
Katsutoku,4.8,Jepang,175000,"Sentral Senayan 1, Senayan, Jakarta",2
Kokonut & Curtains,4.3,"Kafe, Barat, Indonesia",175000,"Senayan, Jakarta",2
Yakiniku Esina Garden,4.2,"Jepang, Korea",175000,"Plaza Senayan, Senayan, Jakarta",2
Devon Kafe,4.1,"Kafe, Kopi, Barat",175000,"Senayan City, Senayan, Jakarta",2
Chandara,4.2,Thai,175000,"Plaza Senayan, Senayan, Jakarta",2
Roemah Rempah,4.1,"Jawa, Indonesia",175000,"Plaza Senayan, Senayan, Jakarta",2
Hokkaido Izakaya,4.2,"Jepang, Sushi",175000,"Pavilion Retail Arcade, Sudirman, Jakarta",2
PEPeNERO,4.3,Itali,175000,"Energy Building, SCBD, Jakarta",2
Caspar,4.1,"Spanyol, Minuman",175000,"Sudirman, Jakarta",2
MUCCA Steak,4.2,Steak,175000,"Citywalk Sudirman, Sudirman, Jakarta",2
Lobby Lounge - Shangri-La Hotel,3.7,"Barat, Desserts",175000,"Shangri-La Hotel, Jakarta, Sudirman, Jakarta",2
Acta Brasserie,4.1,"Barat, Asia, Grill House",175000,"The MAJ Senayan, Senayan, Jakarta",2
Sushi Sei,4.5,"Jepang, Sushi",175000,"Plaza Senayan, Senayan, Jakarta",2
Shu Guo Yin Xiang,3.7,Chinese,175000,"Senayan City, Senayan, Jakarta",2
Lagoon Lounge - The Sultan Hotel Jakarta,3.5,"Barat, Indonesia",175000,"The Sultan Hotel Jakarta, Senayan, Jakarta",2
CHAMBER,3.9,"Amerika, Asia",175000,"Pacific Place, SCBD, Jakarta",2
Liberica,3.9,"Kopi, Amerika, Indonesia, Desserts",175000,"Pacific Place, SCBD, Jakarta",2
Dimsum 48,3.1,Dimsum,175000,"SCBD, Jakarta",2
Kitchenette,4.1,"Itali, Asia, Barat",175000,"Senayan City, Senayan, Jakarta",2
Seroeni,4.1,"Malaysia, Chinese",175000,"Plaza Senayan, Senayan, Jakarta",2
Benedict,4.1,"Barat, Kopi, Tea",175000,"Pacific Place, SCBD, Jakarta",2
Coca Suki Restaurant,4,"Jepang, Thai",175000,"Gedung BRI - Center Park, Bendungan Hilir, Jakarta",2
Hanamasa,3.9,Jepang,175000,"Plaza Semanggi, Sudirman, Jakarta",2
La Boutique at BOCA - Le Meridien Hotel,3.9,"Kue & Roti, Desserts",175000,"Le Meridien Hotel, Sudirman, Jakarta",2
Loewy,4.3,Barat,175000,"Oakwood, Kuningan, Jakarta",2
ST. ALi,4,"Kopi, Australian",175000,"Setiabudi One, Setiabudi, Jakarta",2
The DEN of Kalaha,3.8,"Itali, Asia",175000,"Somerset Grand Citra, Karet, Jakarta",2
The Harvest Deli,4,"Desserts, Roti, Barat",175000,"Kota Kasablanka, Tebet, Jakarta",2
El Asador,4.2,"Amerika, Mexican, Spanish, Steak",175000,"Kemang, Jakarta",2
Kenjiro,4.2,Jepang,175000,"Senopati, Jakarta",2
D'Bollywood - India Restaurant & Bar,4.2,"India, India Utara",175000,"Plaza Festival, Kuningan, Jakarta",2
Beranda Kitchen,4.3,"Barat, Indonesia",175000,"Gandaria, Jakarta",2
Veranda - The Grove Suites,2.5,"Itali, Barat, Asia",175000,"The Grove Suites, Kuningan, Jakarta",2
Bebek Bengil,3.8,"Indonesia, Bali",175000,"Epicentrum Walk, Kuningan, Jakarta",2
JJ Royal Brasserie,4,"Burger, Asia",175000,"Lotte Shopping Avenue, Karet, Jakarta",2
Djournal House,4.1,"Kafe, Kopi, Itali, Barat",175000,"Senopati, Jakarta",2
Sixty Resto & Bar - Goodrich Suites Jakarta,3.6,"Asia, Steak, Itali",175000,"Fatmawati, Jakarta",2
Akar Restaurant And Bar,4,Indonesia,175000,"Senopati, Jakarta",2
Kafe Safari,3.4,Barat,175000,"Gandaria, Jakarta",2
Kaihomaru,4.1,"Sushi, Jepang",180000,"Citywalk Sudirman, Sudirman, Jakarta",2
The Goods Kafe,3.9,"Asia, Barat",190000,"Pacific Place, SCBD, Jakarta",2
Munchies Dine & Bar,3.7,"Eropa, Barat",190000,"Kota Kasablanka, Tebet, Jakarta",2
Classified,3.2,"Barat, Kafe",190000,"Kemang Village, Kemang, Jakarta",2
Monolog,4.3,"Kopi, Barat, Asia",200000,"Plaza Senayan, Senayan, Jakarta",2
TWG Tea Salon & Boutique,4.5,"Kafe, Desserts, Asia, Barat, Tea",200000,"Plaza Senayan, Senayan, Jakarta",2
de Luca,4.1,Itali,200000,"Plaza Senayan, Senayan, Jakarta",2
Pizza Kayu Api,3.3,"Pizza, Itali",200000,"The MAJ Senayan, Senayan, Jakarta",2
LAVVA,3.8,"Barat, Asia",200000,"Plaza Senayan, Senayan, Jakarta",2
Lagoon Kafe - The Sultan Hotel Jakarta,3.4,"Barat, Asia",200000,"The Sultan Hotel Jakarta, Senayan, Jakarta",2
Sake+,3.5,Jepang,200000,"Plaza Senayan Arcadia, Senayan, Jakarta",2
Le Burger,4.3,Burger,200000,"Alila Hotel, SCBD, Jakarta",2
The Grill,4.3,"Korea, Grill House, Barbekyu",200000,"Mid Plaza 2, Sudirman, Jakarta",2
Sushi Hiro,4.5,Jepang,200000,"Senayan City, Senayan, Jakarta",2
Pancious,4.3,"Barat, Desserts, Itali",200000,"Senayan City, Senayan, Jakarta",2
Paradise Dynasty,4.5,"Chinese, Dimsum",200000,"Plaza Senayan, Senayan, Jakarta",2
Holycow! Steak Hotel by Holycow!,3.1,Chinese,200000,"Plaza Senayan Arcadia, Senayan, Jakarta",2
Kembang Goela,4.4,"Betawi, Satay, Indonesia",200000,"Plaza Sentral, Sudirman, Jakarta",2
Jia - Shangri-La Hotel,4.3,"Chinese, Dimsum",200000,"Shangri-La Hotel, Jakarta, Sudirman, Jakarta",2
Kado - AYANA Midplaza JAKARTA,4.2,Jepang,200000,"AYANA Midplaza Jakarta, Sudirman, Jakarta",2
Holycow! Steak Hotel by Holycow!,3.6,Steak,200000,"Teras Benhil, Bendungan Hilir, Jakarta",2
Bengawan Solo Restaurant - Grand Sahid Jaya,3.1,Indonesia,200000,"Grand Sahid Jaya, Sudirman, Jakarta",2
American Grill,2.7,"Steak, Grill House, Amerika",200000,"Plaza Semanggi, Sudirman, Jakarta",2
Bijin Nabe,4.4,Jepang,200000,"Plaza Senayan, Senayan, Jakarta",2
Pippo,4,Itali,200000,"Senayan City, Senayan, Jakarta",2
Social Garden,4.2,Barat,200000,"Senayan City, Senayan, Jakarta",2
Eric Kayser Artisan Boulanger,4.3,"Barat, Kopi, Kue & Roti",200000,"Plaza Senayan, Senayan, Jakarta",2
Union Kafe,4.2,"Kafe, Amerika, Desserts",200000,"Senayan City, Senayan, Jakarta",2
Angus House,4.2,"Steak, Jepang",200000,"Plaza Senayan, Senayan, Jakarta",2
Katsura,3.9,"Jepang, Sushi",200000,"Plaza Senayan, Senayan, Jakarta",2
Kafe Victoria,3.8,"Barat, Asia",200000,"Plaza Senayan, Senayan, Jakarta",2
Nan Xiang - The Sultan Hotel Jakarta,3.8,Chinese,200000,"The Sultan Hotel Jakarta, Senayan, Jakarta",2
Odysseia,4,"Desserts, Eropa, Indonesia",200000,"Pacific Place, SCBD, Jakarta",2
La Posta - Taste Of Argentina,4.5,"Steak, Amerika Latin, Spanyol",200000,"Sudirman, Jakarta",2
Eight Treasures,4.2,"Chinese, Makanan Sehat, Seafood",200000,"Pacific Place, SCBD, Jakarta",2
Bushido - Grand Sahid Jaya,3.9,Jepang,200000,"Grand Sahid Jaya, Sudirman, Jakarta",2
Robot & Co,3.2,"Asia, Barat",200000,"Pacific Place, SCBD, Jakarta",2
NOUVELLE,3.6,"Asia, Eropa",200000,"Equity Tower, SCBD, Jakarta",2
Patio Venue,4.1,"Asia, Pizza",200000,"Dharmawangsa, Jakarta",2
Lokananta,3.8,Steak,200000,"Dharmawangsa, Jakarta",2
Backyard Kitchen & Grill,3.7,"Barat, Kopi",200000,"Cilandak, Jakarta",2
Riva Grill Bar & Terrace,3.7,"Barat, Makanan Sehat Food",200000,"Wyndham Casablanca Jakarta, Tebet, Jakarta",2
HARRIS Kafe - HARRIS Hotel Tebet,3.8,"Indonesia, Amerika, Eropa",200000,"HARRIS Hotel, Tebet, Jakarta",2
Liquid Exchange,3.6,"Amerika, Eropa, Indonesia, Chinese",200000,"Epicentrum Walk, Kuningan, Jakarta",2
Roosevelt,4,Barat,200000,"Fatmawati, Jakarta",2
Seribu Rasa,4.2,"Seafood, Jawa, Indonesia, Peranakan",200000,"Kemang Village, Kemang, Jakarta",2
Hard Rock Kafe,4.2,"Amerika, Burger",200000,"Pacific Place, SCBD, Jakarta",2
TGI Fridays,4.3,"Burger, Amerika, Itali",200000,"Kemang Village, Kemang, Jakarta",2
Meat Me Steak House & Butchery,4.1,Steak,200000,"Kemang Village, Kemang, Jakarta",2
Gandy Steak House,3.4,Steak,200000,"Epicentrum Walk, Kuningan, Jakarta",2
On Eleven - Ascott Kuningan Jakarta,3.6,"Barat, Indonesia",200000,"Karet, Jakarta",2
Komunal88,4.3,"Itali, Kopi, Tea",215000,"Kemang, Jakarta",2
Bottega Ristorante,4.2,Itali,225000,"Fairgrounds, SCBD, Jakarta",2
Kila Kila by Akasya,4.3,Indonesia,225000,"SCBD, Jakarta",2
The Goods Diner,4.1,"Burger, Eropa",225000,"Fairgrounds, SCBD, Jakarta",2
Porta Venezia - Aryaduta Suites Semanggi,3.5,"Indonesia, Barat",225000,"Sudirman, Jakarta",2
Bloeming Bar and Resto,3.1,"Indonesia, Barat, Itali",225000,"fX Sudirman, Sudirman, Jakarta",2
Paul,4.1,"Kafe, Kue & Roti, Desserts, Barat",225000,"Plaza Senayan, Senayan, Jakarta",2
Liberte,3.9,Itali,225000,"Pacific Place, SCBD, Jakarta",2
The Edge,3.8,"Asia, Grill",225000,"Kemang, Jakarta",2
Lovester Shack,4.5,Seafood,225000,"Pondok Indah, Jakarta",2
McGettigan's,4,"Barat, Asia",225000,"Menara BTPN, Kuningan, Jakarta",2
Smokey Ribs,3.2,"Amerika, Itali, Eropa",225000,"Kemang Village, Kemang, Jakarta",2
William's,4.2,"Barat, Asia",228000,"SCBD, Jakarta",2
Peacock Lounge - Fairmont Jakarta,4.1,Kafe,250000,"Fairmont Jakarta, Senayan, Jakarta",2
Tucano's Churrascaria - Brazilian Barbekyu & Buffet,3.9,"Steak, Grill House, Barbekyu, Amerika Latin",250000,"Senayan City, Senayan, Jakarta",2
Furusato Izakaya,4.5,Jepang,250000,"Sudirman, Jakarta",2
Mare Nostrum,4.1,Mediterania,250000,"Grand Sahid Jaya, Sudirman, Jakarta",2
Osteria GIA,4.7,Itali,250000,"Pacific Place, SCBD, Jakarta",2
Wolfgang's Steakhouse,3.3,Steak,250000,"SCBD, Jakarta",2
Sumibian,4.2,Sushi,250000,"Plaza Chase, Sudirman, Jakarta",2
Outback Steakhouse,4.2,"Steak, Burger, Seafood",250000,"Ratu Plaza, Sudirman, Jakarta",2
AW Kitchen by Akira Watanabe,4.4,"Itali, Jepang",250000,"Plaza Senayan, Senayan, Jakarta",2
Bleu8 - Hotel Mulia,3.8,"Barat, Asia, Meksiko",250000,"Hotel Mulia, Senayan, Jakarta",2
Sapori Deli - Fairmont Jakarta,4,Itali,250000,"Fairmont Jakarta, Senayan, Jakarta",2
The Chocolate Boutique & Cake Shops - Hotel Mulia,3.4,"Kue & Roti, Desserts",250000,"Hotel Mulia, Senayan, Jakarta",2
Plataran Tiga Dari,3.8,"Indonesia, Minuman, Desserts",250000,"Sudirman, Jakarta",2
LBRTY,3.6,Barat,250000,"SCBD, Jakarta",2
Plataran Dharmawangsa,4.6,Indonesia,250000,"Dharmawangsa Square, Dharmawangsa, Jakarta",2
Ivy Restaurant,3.9,"Itali, Barat, Indonesia",250000,"Dharmawangsa, Jakarta",2
Alto Restaurant & Bar - Four Seasons,4.3,Itali,250000,"Four Seasons, Gatot Subroto, Jakarta",2
Nusa Indonesian Gastronomy,4.3,Indonesia,250000,"Kemang, Jakarta",2
QUEENS HEAD,4.1,British,250000,"Kemang, Jakarta",2
Palm Court - Four Seasons,4.1,Indonesia,250000,"Four Seasons, Gatot Subroto, Jakarta",2
Sperta - Grand Kemang Jakarta,3.9,"Barat, Indonesia",250000,"Grand Kemang Hotel, Kemang, Jakarta",2
Harum Manis,4.4,Indonesia,275000,"Apartemen Pavilion, Sudirman, Jakarta",2
Huize van Wely,4,"Indonesia, Jepang, Barat",275000,"Pacific Place, SCBD, Jakarta",2
The Pallas,4.2,"Barat, Asia",275000,"Fairgrounds, SCBD, Jakarta",2
Gyu - Kaku Japanese Barbekyu,2.9,"Jepang, Barbekyu",275000,"Senayan, Jakarta",2
Satoo - Shangri-La Hotel,4.4,"Indonesia, Barat",275000,"Shangri-La Hotel, Jakarta, Sudirman, Jakarta",2
Cork & Screw Country Club,4.1,"Eropa, Grill House, Asia",300000,"Senayan National Golf Club, Senayan, Jakarta",2
"Nippon - Kan, The Sultan Hotel Jakarta",3.9,Jepang,300000,"The Sultan Hotel Jakarta, Senayan, Jakarta",2
FUKURO Dining & Sake Bar,4.1,Jepang,300000,"Fairgrounds, SCBD, Jakarta",2
Ippachi,3.9,"Jepang, Sushi",300000,"Wisma BNI 46, Sudirman, Jakarta",2
Shabu-Shabu Shaburi,4.1,Jepang,300000,"Senayan City, Senayan, Jakarta",2
Yakiniku Kintan Buffet,4.3,Jepang,300000,"Senayan City, Senayan, Jakarta",2
Volare,3.9,"Itali, Pizza, Steak",300000,"Cilandak Town Square, Fatmawati, Jakarta",2
"Lobo Italian Bistro - The Ritz-Carlton Jakarta, Mega Kuningan",4,Itali,300000,"The Ritz-Carlton Jakarta, Mega Kuningan, Kuningan, Jakarta",2
Biztro Graffiti - Mercure Jakarta Simatupang,-,"Eropa, Indonesia, Barat",300000,"Mercure Jakarta Simatupang, Lebak Bulus, Jakarta",2
ROMA Osteria & Bar,4,Itali,300000,"SCBD, Jakarta",2
TenJin,3.6,"Jepang, Barbekyu",325000,"Wisma Keiai - Kyoei Prince, Sudirman, Jakarta",3
En Japanese Dining,4.3,"Sushi, Jepang",325000,"Senayan City, Senayan, Jakarta",3
Nishimura - Shangri-La Hotel,3.5,"Jepang, Sushi",325000,"Shangri-La Hotel, Jakarta, Sudirman, Jakarta",3
Motion Blue Jakarta - Fairmont Jakarta,3.5,"Jepang, Perancis, Barat",335000,"Fairmont Jakarta, Senayan, Jakarta",3
Takumi Robata,4.1,"Jepang, Sushi",350000,"The MAJ Senayan, Senayan, Jakarta",3
Orient8 - Hotel Mulia,4.5,"Perancis, Vietnam, Thai, Singapura",350000,"Hotel Mulia, Senayan, Jakarta",3
ZAZA's Boutique Bar & Eatery,3.1,Barat,350000,"SCBD, Jakarta",3
PASOLA - The Ritz-Carlton Pacific Place,4.7,"Indonesia, Barat",350000,"The Ritz Carlton, SCBD, Jakarta",3
Rosso - Shangri-La Hotel,4.3,Itali,400000,"Shangri-La Hotel, Jakarta, Sudirman, Jakarta",3
Iseya Robatayaki,4.1,Jepang,400000,"Sampoerna Strategic Square, Sudirman, Jakarta",3
Table8 - Hotel Mulia,4.9,"Chinese, Dimsum",400000,"Hotel Mulia, Senayan, Jakarta",3
Edogin - Hotel Mulia,4.8,Jepang,400000,"Hotel Mulia, Senayan, Jakarta",3
Vong Kitchen,4.3,Barat,400000,"Alila Hotel, SCBD, Jakarta",3
Bistecca,4.4,"Steak, Itali",425000,"18 Parc SCBD, SCBD, Jakarta",3
Apron Grill,5,"Grill House, Fusion, Barat",500000,"The MAJ Senayan, Senayan, Jakarta",3
il Mare - Hotel Mulia,4.1,Itali,500000,"Hotel Mulia, Senayan, Jakarta",3
Senshu Japanese Restaurant - Fairmont Jakarta,4.1,Jepang,500000,"Fairmont Jakarta, Senayan, Jakarta",3
1945 Restaurant - Fairmont Jakarta,4,Indonesia,500000,"Fairmont Jakarta, Senayan, Jakarta",3
House of Yuen - Fairmont Jakarta,4.3,"Chinese, Dimsum",500000,"Fairmont Jakarta, Senayan, Jakarta",3
Fonzu Premium Grill & Shabu 北海道ビール園,4.4,Jepang,500000,"Wisma BNI 46, Sudirman, Jakarta",3
Gyu - Kaku Prime,3.9,Jepang,582500,"Pacific Place, SCBD, Jakarta",3
The Café - Hotel Mulia,4.9,"Indonesia, Barat",600000,"Hotel Mulia, Senayan, Jakarta",3
Spectrum - Fairmont Jakarta,4.6,Barat,650000,"Fairmont Jakarta, Senayan, Jakarta",3
View - Fairmont Jakarta,4.2,Barat,700000,"Fairmont Jakarta, Senayan, Jakarta",3
Amuz,4.4,Perancis,800000,"Energy Building, SCBD, Jakarta",3
Ebeya Steakhouse - The Ritz Carlton Pacific Place,4.2,"Jepang, Steak",1500000,"The Ritz Carlton, SCBD, Jakarta",3
Henshin - The Westin Jakarta,4.2,"Peruvian, Jepang",700000,"The Westin Jakarta, Kuningan, Jakarta",3
